State,Industry,Series ID,Month,Turnover
Northern Territory,Food retailing,A3349527K,Oct-1994,45.6
Northern Territory,Food retailing,A3349527K,Nov-1994,42.6
Northern Territory,Food retailing,A3349527K,Dec-1994,46.4
Northern Territory,Food retailing,A3349527K,Jan-1995,38
Northern Territory,Food retailing,A3349527K,Feb-1995,38
Northern Territory,Food retailing,A3349527K,Mar-1995,43.3
Northern Territory,Food retailing,A3349527K,Apr-1995,42.2
Northern Territory,Food retailing,A3349527K,May-1995,45.2
Northern Territory,Food retailing,A3349527K,Jun-1995,46.3
Northern Territory,Food retailing,A3349527K,Jul-1995,48.3
Northern Territory,Food retailing,A3349527K,Aug-1995,49.4
Northern Territory,Food retailing,A3349527K,Sep-1995,47.2
Northern Territory,Food retailing,A3349527K,Oct-1995,47.8
Northern Territory,Food retailing,A3349527K,Nov-1995,49
Northern Territory,Food retailing,A3349527K,Dec-1995,52.1
Northern Territory,Food retailing,A3349527K,Jan-1996,44.8
Northern Territory,Food retailing,A3349527K,Feb-1996,45.2
Northern Territory,Food retailing,A3349527K,Mar-1996,49.1
Northern Territory,Food retailing,A3349527K,Apr-1996,47
Northern Territory,Food retailing,A3349527K,May-1996,48
Northern Territory,Food retailing,A3349527K,Jun-1996,49.5
Northern Territory,Food retailing,A3349527K,Jul-1996,51.4
Northern Territory,Food retailing,A3349527K,Aug-1996,52.3
Northern Territory,Food retailing,A3349527K,Sep-1996,49
Northern Territory,Food retailing,A3349527K,Oct-1996,49.6
Northern Territory,Food retailing,A3349527K,Nov-1996,46.1
Northern Territory,Food retailing,A3349527K,Dec-1996,48.8
Northern Territory,Food retailing,A3349527K,Jan-1997,42.8
Northern Territory,Food retailing,A3349527K,Feb-1997,40.2
Northern Territory,Food retailing,A3349527K,Mar-1997,43.6
Northern Territory,Food retailing,A3349527K,Apr-1997,44
Northern Territory,Food retailing,A3349527K,May-1997,44.8
Northern Territory,Food retailing,A3349527K,Jun-1997,44.4
Northern Territory,Food retailing,A3349527K,Jul-1997,48.5
Northern Territory,Food retailing,A3349527K,Aug-1997,47
Northern Territory,Food retailing,A3349527K,Sep-1997,46.3
Northern Territory,Food retailing,A3349527K,Oct-1997,46.5
Northern Territory,Food retailing,A3349527K,Nov-1997,42.7
Northern Territory,Food retailing,A3349527K,Dec-1997,45.5
Northern Territory,Food retailing,A3349527K,Jan-1998,41.3
Northern Territory,Food retailing,A3349527K,Feb-1998,37.8
Northern Territory,Food retailing,A3349527K,Mar-1998,40.4
Northern Territory,Food retailing,A3349527K,Apr-1998,42.3
Northern Territory,Food retailing,A3349527K,May-1998,44.4
Northern Territory,Food retailing,A3349527K,Jun-1998,43.7
Northern Territory,Food retailing,A3349527K,Jul-1998,47.2
Northern Territory,Food retailing,A3349527K,Aug-1998,46.4
Northern Territory,Food retailing,A3349527K,Sep-1998,43.2
Northern Territory,Food retailing,A3349527K,Oct-1998,48.2
Northern Territory,Food retailing,A3349527K,Nov-1998,43.1
Northern Territory,Food retailing,A3349527K,Dec-1998,48.6
Northern Territory,Food retailing,A3349527K,Jan-1999,41.9
Northern Territory,Food retailing,A3349527K,Feb-1999,40.4
Northern Territory,Food retailing,A3349527K,Mar-1999,45.8
Northern Territory,Food retailing,A3349527K,Apr-1999,45.6
Northern Territory,Food retailing,A3349527K,May-1999,49.8
Northern Territory,Food retailing,A3349527K,Jun-1999,51.5
Northern Territory,Food retailing,A3349527K,Jul-1999,56.2
Northern Territory,Food retailing,A3349527K,Aug-1999,54.3
Northern Territory,Food retailing,A3349527K,Sep-1999,52.8
Northern Territory,Food retailing,A3349527K,Oct-1999,52.6
Northern Territory,Food retailing,A3349527K,Nov-1999,49.6
Northern Territory,Food retailing,A3349527K,Dec-1999,54.6
Northern Territory,Food retailing,A3349527K,Jan-2000,46.6
Northern Territory,Food retailing,A3349527K,Feb-2000,45.9
Northern Territory,Food retailing,A3349527K,Mar-2000,51
Northern Territory,Food retailing,A3349527K,Apr-2000,49.4
Northern Territory,Food retailing,A3349527K,May-2000,52.7
Northern Territory,Food retailing,A3349527K,Jun-2000,54.2
Northern Territory,Food retailing,A3349527K,Jul-2000,56.1
Northern Territory,Food retailing,A3349527K,Aug-2000,57.6
Northern Territory,Food retailing,A3349527K,Sep-2000,54.4
Northern Territory,Food retailing,A3349527K,Oct-2000,52.1
Northern Territory,Food retailing,A3349527K,Nov-2000,50.5
Northern Territory,Food retailing,A3349527K,Dec-2000,53.9
Northern Territory,Food retailing,A3349527K,Jan-2001,47.8
Northern Territory,Food retailing,A3349527K,Feb-2001,46.5
Northern Territory,Food retailing,A3349527K,Mar-2001,53.1
Northern Territory,Food retailing,A3349527K,Apr-2001,52.1
Northern Territory,Food retailing,A3349527K,May-2001,54.4
Northern Territory,Food retailing,A3349527K,Jun-2001,54.6
Northern Territory,Food retailing,A3349527K,Jul-2001,56.6
Northern Territory,Food retailing,A3349527K,Aug-2001,58.7
Northern Territory,Food retailing,A3349527K,Sep-2001,54.5
Northern Territory,Food retailing,A3349527K,Oct-2001,57.5
Northern Territory,Food retailing,A3349527K,Nov-2001,55.9
Northern Territory,Food retailing,A3349527K,Dec-2001,55.8
Northern Territory,Food retailing,A3349527K,Jan-2002,52.1
Northern Territory,Food retailing,A3349527K,Feb-2002,48.7
Northern Territory,Food retailing,A3349527K,Mar-2002,56.6
Northern Territory,Food retailing,A3349527K,Apr-2002,55.6
Northern Territory,Food retailing,A3349527K,May-2002,60.5
Northern Territory,Food retailing,A3349527K,Jun-2002,59.3
Northern Territory,Food retailing,A3349527K,Jul-2002,61.7
Northern Territory,Food retailing,A3349527K,Aug-2002,63.1
Northern Territory,Food retailing,A3349527K,Sep-2002,58
Northern Territory,Food retailing,A3349527K,Oct-2002,60.5
Northern Territory,Food retailing,A3349527K,Nov-2002,57.2
Northern Territory,Food retailing,A3349527K,Dec-2002,59.4
Northern Territory,Food retailing,A3349527K,Jan-2003,54.6
Northern Territory,Food retailing,A3349527K,Feb-2003,51.6
Northern Territory,Food retailing,A3349527K,Mar-2003,58.3
Northern Territory,Food retailing,A3349527K,Apr-2003,58.5
Northern Territory,Food retailing,A3349527K,May-2003,61.5
Northern Territory,Food retailing,A3349527K,Jun-2003,59.2
Northern Territory,Food retailing,A3349527K,Jul-2003,66.9
Northern Territory,Food retailing,A3349527K,Aug-2003,66.1
Northern Territory,Food retailing,A3349527K,Sep-2003,61.2
Northern Territory,Food retailing,A3349527K,Oct-2003,64
Northern Territory,Food retailing,A3349527K,Nov-2003,59.5
Northern Territory,Food retailing,A3349527K,Dec-2003,62.8
Northern Territory,Food retailing,A3349527K,Jan-2004,58.4
Northern Territory,Food retailing,A3349527K,Feb-2004,55.8
Northern Territory,Food retailing,A3349527K,Mar-2004,59.5
Northern Territory,Food retailing,A3349527K,Apr-2004,62.9
Northern Territory,Food retailing,A3349527K,May-2004,64.5
Northern Territory,Food retailing,A3349527K,Jun-2004,67.6
Northern Territory,Food retailing,A3349527K,Jul-2004,73.8
Northern Territory,Food retailing,A3349527K,Aug-2004,71.4
Northern Territory,Food retailing,A3349527K,Sep-2004,69.9
Northern Territory,Food retailing,A3349527K,Oct-2004,67.1
Northern Territory,Food retailing,A3349527K,Nov-2004,63.2
Northern Territory,Food retailing,A3349527K,Dec-2004,70.4
Northern Territory,Food retailing,A3349527K,Jan-2005,57.7
Northern Territory,Food retailing,A3349527K,Feb-2005,59.2
Northern Territory,Food retailing,A3349527K,Mar-2005,66.8
Northern Territory,Food retailing,A3349527K,Apr-2005,66.1
Northern Territory,Food retailing,A3349527K,May-2005,68.6
Northern Territory,Food retailing,A3349527K,Jun-2005,71
Northern Territory,Food retailing,A3349527K,Jul-2005,73.6
Northern Territory,Food retailing,A3349527K,Aug-2005,73.9
Northern Territory,Food retailing,A3349527K,Sep-2005,70.6
Northern Territory,Food retailing,A3349527K,Oct-2005,66.8
Northern Territory,Food retailing,A3349527K,Nov-2005,62.4
Northern Territory,Food retailing,A3349527K,Dec-2005,68.3
Northern Territory,Food retailing,A3349527K,Jan-2006,60.2
Northern Territory,Food retailing,A3349527K,Feb-2006,58.6
Northern Territory,Food retailing,A3349527K,Mar-2006,64.9
Northern Territory,Food retailing,A3349527K,Apr-2006,69.4
Northern Territory,Food retailing,A3349527K,May-2006,72.4
Northern Territory,Food retailing,A3349527K,Jun-2006,75.7
Northern Territory,Food retailing,A3349527K,Jul-2006,80.1
Northern Territory,Food retailing,A3349527K,Aug-2006,80.8
Northern Territory,Food retailing,A3349527K,Sep-2006,76.6
Northern Territory,Food retailing,A3349527K,Oct-2006,78.2
Northern Territory,Food retailing,A3349527K,Nov-2006,76.8
Northern Territory,Food retailing,A3349527K,Dec-2006,81.7
Northern Territory,Food retailing,A3349527K,Jan-2007,72
Northern Territory,Food retailing,A3349527K,Feb-2007,69.2
Northern Territory,Food retailing,A3349527K,Mar-2007,78.6
Northern Territory,Food retailing,A3349527K,Apr-2007,76.8
Northern Territory,Food retailing,A3349527K,May-2007,83.8
Northern Territory,Food retailing,A3349527K,Jun-2007,84.7
Northern Territory,Food retailing,A3349527K,Jul-2007,91.7
Northern Territory,Food retailing,A3349527K,Aug-2007,94
Northern Territory,Food retailing,A3349527K,Sep-2007,87.7
Northern Territory,Food retailing,A3349527K,Oct-2007,86.9
Northern Territory,Food retailing,A3349527K,Nov-2007,85.9
Northern Territory,Food retailing,A3349527K,Dec-2007,89.3
Northern Territory,Food retailing,A3349527K,Jan-2008,79.8
Northern Territory,Food retailing,A3349527K,Feb-2008,76.9
Northern Territory,Food retailing,A3349527K,Mar-2008,84
Northern Territory,Food retailing,A3349527K,Apr-2008,84.7
Northern Territory,Food retailing,A3349527K,May-2008,93
Northern Territory,Food retailing,A3349527K,Jun-2008,91.6
Northern Territory,Food retailing,A3349527K,Jul-2008,103
Northern Territory,Food retailing,A3349527K,Aug-2008,102.1
Northern Territory,Food retailing,A3349527K,Sep-2008,95.6
Northern Territory,Food retailing,A3349527K,Oct-2008,97.9
Northern Territory,Food retailing,A3349527K,Nov-2008,92.7
Northern Territory,Food retailing,A3349527K,Dec-2008,98.6
Northern Territory,Food retailing,A3349527K,Jan-2009,90
Northern Territory,Food retailing,A3349527K,Feb-2009,84.3
Northern Territory,Food retailing,A3349527K,Mar-2009,96.1
Northern Territory,Food retailing,A3349527K,Apr-2009,97.3
Northern Territory,Food retailing,A3349527K,May-2009,98.8
Northern Territory,Food retailing,A3349527K,Jun-2009,98
Northern Territory,Food retailing,A3349527K,Jul-2009,107.6
Northern Territory,Food retailing,A3349527K,Aug-2009,107.8
Northern Territory,Food retailing,A3349527K,Sep-2009,101.6
Northern Territory,Food retailing,A3349527K,Oct-2009,100.7
Northern Territory,Food retailing,A3349527K,Nov-2009,93
Northern Territory,Food retailing,A3349527K,Dec-2009,99.4
Northern Territory,Food retailing,A3349527K,Jan-2010,89
Northern Territory,Food retailing,A3349527K,Feb-2010,83.4
Northern Territory,Food retailing,A3349527K,Mar-2010,94
Northern Territory,Food retailing,A3349527K,Apr-2010,95.6
Northern Territory,Food retailing,A3349527K,May-2010,97.8
Northern Territory,Food retailing,A3349527K,Jun-2010,97.9
Northern Territory,Food retailing,A3349527K,Jul-2010,110.7
Northern Territory,Food retailing,A3349527K,Aug-2010,104.5
Northern Territory,Food retailing,A3349527K,Sep-2010,97.1
Northern Territory,Food retailing,A3349527K,Oct-2010,93.2
Northern Territory,Food retailing,A3349527K,Nov-2010,86.8
Northern Territory,Food retailing,A3349527K,Dec-2010,92.9
Northern Territory,Food retailing,A3349527K,Jan-2011,88.8
Northern Territory,Food retailing,A3349527K,Feb-2011,82.3
Northern Territory,Food retailing,A3349527K,Mar-2011,92
Northern Territory,Food retailing,A3349527K,Apr-2011,92.5
Northern Territory,Food retailing,A3349527K,May-2011,95.3
Northern Territory,Food retailing,A3349527K,Jun-2011,96
Northern Territory,Food retailing,A3349527K,Jul-2011,106.6
Northern Territory,Food retailing,A3349527K,Aug-2011,102.2
Northern Territory,Food retailing,A3349527K,Sep-2011,98.7
Northern Territory,Food retailing,A3349527K,Oct-2011,99.1
Northern Territory,Food retailing,A3349527K,Nov-2011,91.6
Northern Territory,Food retailing,A3349527K,Dec-2011,99.7
Northern Territory,Food retailing,A3349527K,Jan-2012,89.3
Northern Territory,Food retailing,A3349527K,Feb-2012,88.5
Northern Territory,Food retailing,A3349527K,Mar-2012,96.4
Northern Territory,Food retailing,A3349527K,Apr-2012,92.3
Northern Territory,Food retailing,A3349527K,May-2012,99.3
Northern Territory,Food retailing,A3349527K,Jun-2012,102.8
Northern Territory,Food retailing,A3349527K,Jul-2012,112.6
Northern Territory,Food retailing,A3349527K,Aug-2012,110.3
Northern Territory,Food retailing,A3349527K,Sep-2012,103.5
Northern Territory,Food retailing,A3349527K,Oct-2012,109.3
Northern Territory,Food retailing,A3349527K,Nov-2012,101.3
Northern Territory,Food retailing,A3349527K,Dec-2012,105.2
Northern Territory,Food retailing,A3349527K,Jan-2013,99
Northern Territory,Food retailing,A3349527K,Feb-2013,91.6
Northern Territory,Food retailing,A3349527K,Mar-2013,104.6
Northern Territory,Food retailing,A3349527K,Apr-2013,101.1
Northern Territory,Food retailing,A3349527K,May-2013,107.5
Northern Territory,Food retailing,A3349527K,Jun-2013,108.9
Northern Territory,Food retailing,A3349527K,Jul-2013,128.6
Northern Territory,Food retailing,A3349527K,Aug-2013,129.3
Northern Territory,Food retailing,A3349527K,Sep-2013,120.6
Northern Territory,Food retailing,A3349527K,Oct-2013,122.6
Northern Territory,Food retailing,A3349527K,Nov-2013,116.5
Northern Territory,Food retailing,A3349527K,Dec-2013,118.7
Northern Territory,Food retailing,A3349527K,Jan-2014,111.7
Northern Territory,Food retailing,A3349527K,Feb-2014,103
Northern Territory,Food retailing,A3349527K,Mar-2014,115.9
Northern Territory,Food retailing,A3349527K,Apr-2014,113.1
Northern Territory,Food retailing,A3349527K,May-2014,121.9
Northern Territory,Food retailing,A3349527K,Jun-2014,121
Northern Territory,Food retailing,A3349527K,Jul-2014,132.1
Northern Territory,Food retailing,A3349527K,Aug-2014,129.7
Northern Territory,Food retailing,A3349527K,Sep-2014,121.5
Northern Territory,Food retailing,A3349527K,Oct-2014,124.7
Northern Territory,Food retailing,A3349527K,Nov-2014,118.7
Northern Territory,Food retailing,A3349527K,Dec-2014,121
Northern Territory,Food retailing,A3349527K,Jan-2015,111.8
Northern Territory,Food retailing,A3349527K,Feb-2015,104
Northern Territory,Food retailing,A3349527K,Mar-2015,116.3
Northern Territory,Food retailing,A3349527K,Apr-2015,116.5
Northern Territory,Food retailing,A3349527K,May-2015,121.9
Northern Territory,Food retailing,A3349527K,Jun-2015,123.3
Northern Territory,Food retailing,A3349527K,Jul-2015,136.2
Northern Territory,Food retailing,A3349527K,Aug-2015,131.7
Northern Territory,Food retailing,A3349527K,Sep-2015,122
Northern Territory,Food retailing,A3349527K,Oct-2015,124
Northern Territory,Food retailing,A3349527K,Nov-2015,116.4
Northern Territory,Food retailing,A3349527K,Dec-2015,121.3
Northern Territory,Food retailing,A3349527K,Jan-2016,112.4
Northern Territory,Food retailing,A3349527K,Feb-2016,107.5
Northern Territory,Food retailing,A3349527K,Mar-2016,117.6
Northern Territory,Food retailing,A3349527K,Apr-2016,115.6
Northern Territory,Food retailing,A3349527K,May-2016,120.1
Northern Territory,Food retailing,A3349527K,Jun-2016,124.6
Northern Territory,Food retailing,A3349527K,Jul-2016,135.6
Northern Territory,Food retailing,A3349527K,Aug-2016,131.5
Northern Territory,Food retailing,A3349527K,Sep-2016,126.6
Northern Territory,Food retailing,A3349527K,Oct-2016,127
Northern Territory,Food retailing,A3349527K,Nov-2016,121.3
Northern Territory,Food retailing,A3349527K,Dec-2016,127.7
Northern Territory,Food retailing,A3349527K,Jan-2017,113.2
Northern Territory,Food retailing,A3349527K,Feb-2017,108.1
Northern Territory,Food retailing,A3349527K,Mar-2017,119.5
Northern Territory,Food retailing,A3349527K,Apr-2017,120.5
Northern Territory,Food retailing,A3349527K,May-2017,126.7
Northern Territory,Food retailing,A3349527K,Jun-2017,130.2
Northern Territory,Food retailing,A3349527K,Jul-2017,143.2
Northern Territory,Food retailing,A3349527K,Aug-2017,137.3
Northern Territory,Food retailing,A3349527K,Sep-2017,129
Northern Territory,Food retailing,A3349527K,Oct-2017,126.5
Northern Territory,Food retailing,A3349527K,Nov-2017,121.3
Northern Territory,Food retailing,A3349527K,Dec-2017,123.9
Northern Territory,Food retailing,A3349527K,Jan-2018,111.7
Northern Territory,Food retailing,A3349527K,Feb-2018,107.3
Northern Territory,Food retailing,A3349527K,Mar-2018,122.8
Northern Territory,Food retailing,A3349527K,Apr-2018,123.4
Northern Territory,Food retailing,A3349527K,May-2018,132.3
Northern Territory,Food retailing,A3349527K,Jun-2018,134.2
Northern Territory,Food retailing,A3349527K,Jul-2018,144.2
Northern Territory,Food retailing,A3349527K,Aug-2018,140.3
Northern Territory,Food retailing,A3349527K,Sep-2018,130.4
Northern Territory,Food retailing,A3349527K,Oct-2018,129.3
Northern Territory,Food retailing,A3349527K,Nov-2018,122.1
Northern Territory,Food retailing,A3349527K,Dec-2018,128
Northern Territory,Food retailing,A3349527K,Jan-2019,115.7
Northern Territory,Food retailing,A3349527K,Feb-2019,110.3
Northern Territory,Food retailing,A3349527K,Mar-2019,125.2
Northern Territory,Food retailing,A3349527K,Apr-2019,122.9
Northern Territory,Food retailing,A3349527K,May-2019,129.9
Northern Territory,Food retailing,A3349527K,Jun-2019,131.3
Northern Territory,Food retailing,A3349527K,Jul-2019,143.4
Northern Territory,Food retailing,A3349527K,Aug-2019,139.5
Northern Territory,Food retailing,A3349527K,Sep-2019,129.1
Northern Territory,Food retailing,A3349527K,Oct-2019,133.3
Northern Territory,Food retailing,A3349527K,Nov-2019,127.9
Northern Territory,Food retailing,A3349527K,Dec-2019,130.9
Northern Territory,Food retailing,A3349527K,Jan-2020,117.9
Northern Territory,Food retailing,A3349527K,Feb-2020,115.6
Northern Territory,Food retailing,A3349527K,Mar-2020,144.4
Northern Territory,Food retailing,A3349527K,Apr-2020,139.5
Northern Territory,Food retailing,A3349527K,May-2020,150.6
Northern Territory,Food retailing,A3349527K,Jun-2020,140.2
Northern Territory,Food retailing,A3349527K,Jul-2020,152
Northern Territory,Food retailing,A3349527K,Aug-2020,152.4
Northern Territory,Food retailing,A3349527K,Sep-2020,146.1
Northern Territory,Food retailing,A3349527K,Oct-2020,148.6
Northern Territory,Food retailing,A3349527K,Nov-2020,139
Northern Territory,Food retailing,A3349527K,Dec-2020,149.6
Northern Territory,Food retailing,A3349527K,Jan-2021,136.8
Northern Territory,Food retailing,A3349527K,Feb-2021,125
Northern Territory,Food retailing,A3349527K,Mar-2021,139.2
Northern Territory,Food retailing,A3349527K,Apr-2021,139.2
Northern Territory,Food retailing,A3349527K,May-2021,144
Northern Territory,Food retailing,A3349527K,Jun-2021,147.7
Northern Territory,Food retailing,A3349527K,Jul-2021,159.1
Northern Territory,Food retailing,A3349527K,Aug-2021,154.3
Northern Territory,Food retailing,A3349527K,Sep-2021,141.9
Northern Territory,Food retailing,A3349527K,Oct-2021,145.1
Northern Territory,Food retailing,A3349527K,Nov-2021,133.9
Northern Territory,Food retailing,A3349527K,Dec-2021,150.5
Northern Territory,Food retailing,A3349527K,Jan-2022,135.6
Northern Territory,Food retailing,A3349527K,Feb-2022,121.8
Northern Territory,Food retailing,A3349527K,Mar-2022,137
